"","p","n","n_resamples","prop_resample","runs","k","res"
"252",2,100,100,0.2,100,4,0.136355271203737
"253",2,100,100,0.2,100,4,0.156810220659159
"254",2,100,100,0.2,100,4,0.146457690622815
"255",2,100,100,0.2,100,4,0.147412176203735
"256",2,100,100,0.2,100,4,0.151463794789869
"257",2,100,100,0.2,100,4,0.155956561821414
"258",2,100,100,0.2,100,4,0.14932219290121
"259",2,100,100,0.2,100,4,0.145453879521038
"260",2,100,100,0.2,100,4,0.143275550573113
"261",2,100,100,0.2,100,4,0.14794357157812
"262",2,100,100,0.2,100,4,0.140313656956059
"263",2,100,100,0.2,100,4,0.147563300646867
"264",2,100,100,0.2,100,4,0.161791921899449
"265",2,100,100,0.2,100,4,0.156639481704819
"266",2,100,100,0.2,100,4,0.155683645405954
"267",2,100,100,0.2,100,4,0.139345740163083
"268",2,100,100,0.2,100,4,0.154192647707729
"269",2,100,100,0.2,100,4,0.135366989977456
"270",2,100,100,0.2,100,4,0.132339651294341
"271",2,100,100,0.2,100,4,0.180484193468634
"272",2,100,100,0.2,100,4,0.121996193931488
"273",2,100,100,0.2,100,4,0.147335829868727
"274",2,100,100,0.2,100,4,0.145977151269772
"275",2,100,100,0.2,100,4,0.153939140955064
"276",2,100,100,0.2,100,4,0.140801662904403
"277",2,100,100,0.2,100,4,0.156487277455545
"278",2,100,100,0.2,100,4,0.136774785407496
"279",2,100,100,0.2,100,4,0.153227020753907
"280",2,100,100,0.2,100,4,0.138087591486491
"281",2,100,100,0.2,100,4,0.160511095443123
"282",2,100,100,0.2,100,4,0.136246461679553
"283",2,100,100,0.2,100,4,0.140351690591908
"284",2,100,100,0.2,100,4,0.146415005418823
"285",2,100,100,0.2,100,4,0.118670749300345
"286",2,100,100,0.2,100,4,0.131940518687761
"287",2,100,100,0.2,100,4,0.137134206527981
"288",2,100,100,0.2,100,4,0.156227518374113
"289",2,100,100,0.2,100,4,0.174266519065916
"290",2,100,100,0.2,100,4,0.171275581205149
